svm,6,7.419743549158731,-7.735723768410097,-5.341861388456142,9,56,39,22,9,69,59,27,0.018919722468872635,
svm,5,9.542512076745194,-9.965304193940588,-8.314697890774195,5,21,65,28,7,32,40,3,0.6389634054155877,
svm,22,6.319779776732979,-7.186493310601646,12.457230355827608,6,27,15,26,3,76,43,23,-7.960571563321648,
svm,5,10.143263413721805,-8.059281348646925,4.152410118609204,9,99,23,24,7,56,84,4,-2.771140035372558,
svm,1,10.249405621411153,-8.08313945249489,-3.130433706320254,7,70,50,7,3,60,20,7,1.4106514552162732,
svm,6,6.924459873473165,-7.397374065459019,4.963630948308008,9,12,8,6,6,61,83,1,-7.474338213496566,
svm,2,10.266239385687943,-8.734813134284773,5.0388062404445755,2,51,20,23,2,50,70,9,0.479677057929246,
rf,12,6.715172679045708,-9.339020685984787,16.443333958037687,6,67,28,25,6,8,4,8,1.205148071574353,
svm,5,13.937459805201723,-10.587803048188398,4.928636256353183,2,65,23,22,3,53,82,4,-0.6320737143502786,
svm,16,10.685569730864007,-8.059717886849521,6.717115822545015,5,27,34,12,6,80,32,9,-0.38495373857232806,
